row_index,title,field,value
1974,Entire Process Simulation of Temperature and Stress Fields for RCC Dams,doi,unclear
1974,Entire Process Simulation of Temperature and Stress Fields for RCC Dams,open_access_pdf,unclear
1975,Etude experimentale modele de l'imbibition capillaire de substrats poreux a volume et structure de pores ajustables,doi,unclear
1976,2016 ASGSR MaterialsLab Overview,doi,unclear
1977,Microgravity Investigation of Cement Solidification (MICS),doi,unclear
1977,Microgravity Investigation of Cement Solidification (MICS),abstract,unclear
1978,Внутрішній простір об’єкту «Укриття» Чорнобильської АЕС як середовище існування мікробіоти,doi,unclear
1979,Autogenous shrinkage of cement-based materials : from the fundamental role of self-desiccation to mitigation strategies based on alternative materials,doi,unclear
1980,Modeling the chemo-thermo-hydro-mechanical coupling (CTHM) of rammed earth structures,doi,unclear
1981,Physical evolution of the cement paste interface at fresh state and very early age,doi,unclear
1982,Skeletal loading in animals.,doi,unclear
1983,Computational and theoretical models in diffuse imaging,doi,unclear
1984,Model experimental study of capillary imbibition of porous substrates with adjustable volume and pore structure,doi,unclear
1984,Model experimental study of capillary imbibition of porous substrates with adjustable volume and pore structure,open_access_pdf,unclear
1985,Dissolution of carbonate stones caused by CO2 pollutant: an erosion model,doi,unclear
1986,Effect of Canadian linseed oil based concrete preservatives on the durability of concrete in Hong Kong,doi,unclear
1986,Effect of Canadian linseed oil based concrete preservatives on the durability of concrete in Hong Kong,abstract,unclear
1987,Şişen zeminlerin silis dumani ve kireç kullanilarak stabilizasyonu,doi,unclear
1988,Particules dipolaires sous champs extérieurs,doi,unclear
1988,Particules dipolaires sous champs extérieurs,venue,unclear
1989,Effects of Accelerated Carbonation Curing on CO2 Sequestration and on the Compressive Strength of Concrete Masonry Units,doi,unclear
1989,Effects of Accelerated Carbonation Curing on CO2 Sequestration and on the Compressive Strength of Concrete Masonry Units,venue,unclear
1989,Effects of Accelerated Carbonation Curing on CO2 Sequestration and on the Compressive Strength of Concrete Masonry Units,abstract,unclear
1989,Effects of Accelerated Carbonation Curing on CO2 Sequestration and on the Compressive Strength of Concrete Masonry Units,open_access_pdf,unclear
1990,Improved resistance to thaumasite formation in cement pastes by early age carbonation,doi,unclear
1991,"The characterisation, improvement and modelling aspects of Frost Salt Scaling of Cement-Based Materials with a High Slag Content",doi,unclear
1992,Experimental study on performance of cement with carbonated steel slag as one of admixtures,doi,unclear
1992,Experimental study on performance of cement with carbonated steel slag as one of admixtures,open_access_pdf,unclear
1993,Early Hydration Activity of Composite with Carbonated Steel Slag,doi,unclear
1993,Early Hydration Activity of Composite with Carbonated Steel Slag,venue,unclear
1993,Early Hydration Activity of Composite with Carbonated Steel Slag,open_access_pdf,unclear
1994,Synthesis of Ultra-fine Needle-like Calcium Carbonate Particles by High-Gravity Reactive Precipitation,doi,unclear
1994,Synthesis of Ultra-fine Needle-like Calcium Carbonate Particles by High-Gravity Reactive Precipitation,open_access_pdf,unclear
1995,Preparation of ultra-fine spindle CaCO_3 by crystallization in a RPBR,doi,unclear
1995,Preparation of ultra-fine spindle CaCO_3 by crystallization in a RPBR,venue,unclear
1995,Preparation of ultra-fine spindle CaCO_3 by crystallization in a RPBR,open_access_pdf,unclear
1996,A study on bioethanol production from roseau (Miscanthus giganteus) and cassava peels (Manihot esculenta) by Saccharomyces cerevisiae.,doi,unclear
1997,Research Progresses and Applications of High Gravity Technology,doi,unclear
1997,Research Progresses and Applications of High Gravity Technology,open_access_pdf,unclear
1998,Integrated mineral carbonation reactor technology for 2 Energy,doi,unclear
1998,Integrated mineral carbonation reactor technology for 2 Energy,venue,unclear
1998,Integrated mineral carbonation reactor technology for 2 Energy,open_access_pdf,unclear
1999,Développement d'une filière de production de bio-GNV à partir de biogaz agricole à l'echelle individuelle,doi,unclear
1999,Développement d'une filière de production de bio-GNV à partir de biogaz agricole à l'echelle individuelle,open_access_pdf,unclear
2000,Infrared and Uv-Vis Spectroscopic Studies of Catalytic Reaction of Enzymes and Immobilization Enzyme on Porous Polymers,doi,unclear
2000,Infrared and Uv-Vis Spectroscopic Studies of Catalytic Reaction of Enzymes and Immobilization Enzyme on Porous Polymers,abstract,unclear
2001,Development of a complete bio-NGV production process based on agricultural biogas at farm scale,doi,unclear
2001,Development of a complete bio-NGV production process based on agricultural biogas at farm scale,open_access_pdf,unclear
2002,The Study of CO2 Removal in Slurries with Mg(OH)2 Suspended Particles and the Regeneration of Products,doi,unclear
2002,The Study of CO2 Removal in Slurries with Mg(OH)2 Suspended Particles and the Regeneration of Products,abstract,unclear
2003,Gas turbines for carbon capture,doi,unclear
2004,High-gravity Reactive Precipitation Process and Morphology Control for Precipitated Calcium Carbonate,doi,unclear
2004,High-gravity Reactive Precipitation Process and Morphology Control for Precipitated Calcium Carbonate,open_access_pdf,unclear
2005,Effect of Different Packing Structure on Mass Transfer in a Cross-flow Rotating Packed Bed,doi,unclear
2005,Effect of Different Packing Structure on Mass Transfer in a Cross-flow Rotating Packed Bed,open_access_pdf,unclear
2006,The Research of High Gravity Rotating Packed Bed Removing Carbon Dioxide Volumetric Mass Transfer Coefficient,doi,unclear
2006,The Research of High Gravity Rotating Packed Bed Removing Carbon Dioxide Volumetric Mass Transfer Coefficient,open_access_pdf,unclear
2007,Study on selective desulfurization from coke oven gas with high gravity technology,doi,unclear
2007,Study on selective desulfurization from coke oven gas with high gravity technology,open_access_pdf,unclear
2008,Synthesis of ultra-fine needle-like calcium carbonate particles by high-gravity technology and its characterization,doi,unclear
2008,Synthesis of ultra-fine needle-like calcium carbonate particles by high-gravity technology and its characterization,open_access_pdf,unclear
2009,Process intensification : a study of calcium carbonate precipitation methods on a spinning disc reactor,doi,unclear
2009,Process intensification : a study of calcium carbonate precipitation methods on a spinning disc reactor,open_access_pdf,unclear
2010,Technical and economic evaluation for two process alternatives of CO2 mineralization technology using electric arc furnace slag as raw material,doi,unclear
2010,Technical and economic evaluation for two process alternatives of CO2 mineralization technology using electric arc furnace slag as raw material,venue,unclear
2010,Technical and economic evaluation for two process alternatives of CO2 mineralization technology using electric arc furnace slag as raw material,abstract,unclear
2010,Technical and economic evaluation for two process alternatives of CO2 mineralization technology using electric arc furnace slag as raw material,open_access_pdf,unclear
2011,The Properties of the Microbial Carbon Sequestration Brick Made of Steel Slag-Slaked Lime Mixture,doi,unclear
2011,The Properties of the Microbial Carbon Sequestration Brick Made of Steel Slag-Slaked Lime Mixture,venue,unclear
2011,The Properties of the Microbial Carbon Sequestration Brick Made of Steel Slag-Slaked Lime Mixture,abstract,unclear
2011,The Properties of the Microbial Carbon Sequestration Brick Made of Steel Slag-Slaked Lime Mixture,open_access_pdf,unclear
2012,Comparison of Water Curing and Carbonation Curing on Mortar Mix Incorporating Cement Kiln Dust,doi,unclear
2012,Comparison of Water Curing and Carbonation Curing on Mortar Mix Incorporating Cement Kiln Dust,venue,unclear
2012,Comparison of Water Curing and Carbonation Curing on Mortar Mix Incorporating Cement Kiln Dust,abstract,unclear
2012,Comparison of Water Curing and Carbonation Curing on Mortar Mix Incorporating Cement Kiln Dust,open_access_pdf,unclear
2013,Effect of early age carbonation on strength and pH of concrete,doi,unclear
2013,Effect of early age carbonation on strength and pH of concrete,venue,unclear
2013,Effect of early age carbonation on strength and pH of concrete,abstract,unclear
2013,Effect of early age carbonation on strength and pH of concrete,open_access_pdf,unclear
2014,Changes in microstructure and pore structure of low-clinker cementitious materials during early stages of carbonation,doi,unclear
2014,Changes in microstructure and pore structure of low-clinker cementitious materials during early stages of carbonation,venue,unclear
2014,Changes in microstructure and pore structure of low-clinker cementitious materials during early stages of carbonation,abstract,unclear
2014,Changes in microstructure and pore structure of low-clinker cementitious materials during early stages of carbonation,open_access_pdf,unclear
2015,Microstructure and properties of concrete subject to early carbonation curing,doi,unclear
2015,Microstructure and properties of concrete subject to early carbonation curing,venue,unclear
2015,Microstructure and properties of concrete subject to early carbonation curing,abstract,unclear
2015,Microstructure and properties of concrete subject to early carbonation curing,open_access_pdf,unclear
2016,Carbonation of Fly Ash Concrete and Mircro-hardness Analysis,doi,unclear
2016,Carbonation of Fly Ash Concrete and Mircro-hardness Analysis,venue,unclear
2016,Carbonation of Fly Ash Concrete and Mircro-hardness Analysis,abstract,unclear
2016,Carbonation of Fly Ash Concrete and Mircro-hardness Analysis,open_access_pdf,unclear
2017,Effect of Carbonation Curing on Mechanical Strength and Volume Stability of Steel Slag Concrete,doi,unclear
2017,Effect of Carbonation Curing on Mechanical Strength and Volume Stability of Steel Slag Concrete,venue,unclear
2017,Effect of Carbonation Curing on Mechanical Strength and Volume Stability of Steel Slag Concrete,abstract,unclear
2017,Effect of Carbonation Curing on Mechanical Strength and Volume Stability of Steel Slag Concrete,open_access_pdf,unclear
2018,Effect of Accelerated Carbonation Curing on Strength and Durability Properties of GGBS Concrete,doi,unclear
2018,Effect of Accelerated Carbonation Curing on Strength and Durability Properties of GGBS Concrete,venue,unclear
